"","B_Name","R_Name","BPrev","RPrev","BStreak","RStreak","B_Age","R_Age","B_Height","R_Height","B_Weight","R_Weight","B_Country","R_Country","Date","winby","winner","B__Round1_Grappling_Submissions_Attempts","B__Round2_Grappling_Submissions_Attempts","B__Round3_Grappling_Submissions_Attempts","R__Round1_Grappling_Submissions_Attempts","R__Round2_Grappling_Submissions_Attempts","R__Round3_Grappling_Submissions_Attempts","B__Round1_Grappling_Takedowns_Landed","B__Round2_Grappling_Takedowns_Landed","B__Round3_Grappling_Takedowns_Landed","R__Round1_Grappling_Takedowns_Landed","R__Round2_Grappling_Takedowns_Landed","R__Round3_Grappling_Takedowns_Landed","B__Round1_Strikes_Significant.Strikes_Landed","B__Round2_Strikes_Significant.Strikes_Landed","B__Round3_Strikes_Significant.Strikes_Landed","R__Round1_Strikes_Significant.Strikes_Landed","R__Round2_Strikes_Significant.Strikes_Landed","R__Round3_Strikes_Significant.Strikes_Landed"
"409","Phillipe Nover","Rick Glenn",2,1,0,0,33,27,175,182,65,70,"States","States","02/13/2017","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,14,22,23,6,14,38
"410","Belal Muhammad","Randy Brown",3,4,0,2,28,26,180,190,77,77,"States","Jamaica","02/13/2017","DEC","blue",0,0,0,1,1,1,1,2,2,1,2,0,29,30,87,53,39,20
"411","Katlyn Chookagian","Liz Carmouche",1,2,1,1,28,33,175,167,61,61,"States","States","11/14/2016","DEC","red",0,0,0,0,0,0,0,0,0,3,2,2,15,6,24,24,22,10
"412","Clay Collard","Gabriel Benitez",2,1,1,1,24,28,180,172,65,65,"USA","Mexico","06/15/2015","DEC","red",0,2,0,4,0,1,2,0,2,0,0,0,75,37,18,6,14,3
"413","Ilir Latifi","Gian Villante",5,4,2,1,33,31,177,190,93,93,"Sweden","States","03/07/2016","DEC","blue",2,0,0,0,0,0,2,0,0,3,1,0,27,0,0,93,53,30
"414","Enrique Marin","Sage Northcutt",1,3,0,0,30,21,177,182,77,70,"Spain","USA","07/11/2016","DEC","red",0,0,0,0,1,0,0,1,0,3,1,0,9,11,7,45,2,0
"415","Cat Zingano","Ronda Rousey",1,2,1,2,34,30,167,170,61,61,"USA","USA","03/04/2015","SUB","red",1,2,0,0,0,0,1,1,1,1,0,0,3,20,17,28,0,0
"416","Andrew Holbrook","Joaquim Silva",1,1,1,1,31,28,180,172,70,70,"USA","Brazil","07/11/2016","KO/TKO","red",0,1,1,0,0,0,0,0,0,0,0,0,14,4,2,19,10,20
"417","Cortney Casey","Claudia Gadelha",4,4,2,0,29,28,170,162,52,52,"USA","Brazil","11/20/2016","DEC","red",1,0,0,3,0,0,2,0,0,6,7,7,101,31,43,91,68,90
"418","Hans Stringer","Ilir Latifi",2,3,0,0,29,33,190,177,93,93,"Netherlands","Sweden","07/23/2015","KO/TKO","red",0,0,0,2,0,0,3,1,0,2,0,0,38,24,15,18,0,0
"419","Clay Guida","Brian Ortega",4,3,0,2,35,26,170,172,65,65,"USA","USA","06/05/2016","KO/TKO","red",0,0,1,3,0,2,5,2,3,1,0,0,37,41,27,19,20,34
"420","Hacran Dias","Darren Elkins",1,2,0,1,32,32,172,177,65,65,"Brazil","States","12/22/2014","DEC","blue",0,0,0,0,0,4,0,0,2,1,0,0,18,12,1,28,23,17
"421","Chas Skelly","Sean Soriano",2,1,1,0,31,27,180,175,65,65,"USA","USA","09/08/2014","DEC","blue",1,0,0,0,0,0,1,0,0,0,0,0,7,12,2,16,3,0
"422","Chico Camus","Kyoji Horiguchi",4,4,0,0,32,26,167,165,56,56,"USA","Japan","10/01/2015","DEC","red",0,0,1,0,0,0,1,1,1,0,3,1,54,50,52,60,55,47
"423","Kailin Curran","Alex Chambers",0,1,0,0,25,38,162,160,52,52,"USA","Australia","05/11/2015","SUB","red",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0
"424","Jared Cannonier","Ion Cutelaba",1,2,1,1,33,23,180,185,93,93,"States","Moldova","12/05/2016","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,39,47,27
"425","Tom Breese","Cathal Pendred",0,5,0,0,25,29,190,185,77,77,"England","Ireland","10/26/2015","KO/TKO","blue",0,0,0,0,1,1,0,0,0,4,7,1,0,0,0,57,63,57
"426","Viviane Pereira","Valerie Letourneau",0,5,0,0,23,34,152,170,52,56,"Brazil","Canada","12/11/2016","DEC","blue",0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,90,142,116
"427","Tony Ferguson","Edson Barboza",5,5,5,1,33,31,180,180,70,70,"States","Brazil","12/14/2015","SUB","blue",4,3,0,0,0,0,2,1,0,0,0,0,88,60,27,96,46,45
"428","Gegard Mousasi","Chris Weidman",10,4,4,0,31,32,187,187,84,84,"Netherlands","States","04/09/2017","KO/TKO","blue",3,0,0,0,0,0,5,3,1,4,1,4,147,110,72,73,32,31
"429","Tom Lawlor","Gian Villante",0,2,0,1,33,31,182,190,93,93,"USA","States","07/27/2015","KO/TKO","blue",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,48,48,30
"430","James Vick","Glaico Franca",3,1,3,1,30,26,190,182,70,70,"USA","Brazil","04/25/2016","DEC","blue",1,0,0,0,3,1,0,0,0,3,1,1,55,40,32,5,9,6
"431","Marc Diakiese","Lukasz Sajewski",0,2,0,0,24,26,177,172,70,70,"Congo","Poland","10/11/2016","KO/TKO","blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,11
"432","Leandro Silva","Francisco Trinaldo",0,2,0,0,31,38,175,175,70,70,"Brazil","Brazil","09/15/2014","DEC","red",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,26,19,23
"433","Tim Boetsch","Thales Leites",2,2,1,2,36,35,182,185,84,84,"States","Brazil","02/02/2015","SUB","red",0,0,0,0,0,0,1,0,0,0,0,0,9,6,0,15,8,0
"434","Jordan Johnson","Henrique da Silva",0,3,0,0,28,27,187,190,93,93,"USA","Brazil","01/31/2017","DEC","blue",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,70,71,0
"435","Raphael Assuncao","TJ Dillashaw",1,5,1,0,34,31,165,167,61,61,"Brazil","USA","07/11/2016","DEC","red",0,0,0,2,0,0,0,1,1,1,1,1,26,25,24,113,162,178
"436","Josh Copeland","Jared Rosholt",1,2,0,2,34,30,185,187,111,120,"USA","USA","03/16/2015","KO/TKO","red",0,0,0,0,0,0,0,0,0,1,1,2,5,9,6,17,33,27
"437","Bradley Scott","Dylan Andrews",1,1,0,0,27,37,185,185,84,84,"England","Zealand","05/11/2015","SUB","blue",0,0,0,0,0,0,0,0,0,2,0,0,9,28,4,4,0,0
"438","Al Iaquinta","Jorge Masvidal",5,3,3,3,29,32,175,180,70,77,"USA","USA","04/06/2015","DEC","blue",2,1,0,0,2,0,1,1,0,1,2,2,94,106,45,69,81,39
"439","Jimi Manuwa","Anthony Johnson",2,3,1,0,37,33,185,187,93,93,"States","USA","09/07/2015","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,1,18,17,21,65,25,23
"440","Sam Alvey","Tom Watson",0,1,0,0,30,34,187,185,84,84,"States","England","08/18/2014","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,22
"441","Katlyn Chookagian","Lauren Murphy",0,3,0,1,28,33,175,170,61,61,"States","USA","07/14/2016","DEC","blue",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,63,41,85
"442","Chris Dempsey","Scott Askham",3,2,0,0,29,28,177,190,84,84,"USA","England","02/29/2016","KO/TKO","red",0,0,0,0,0,0,0,1,2,0,0,0,12,20,13,8,27,19
"443","Jim Miller","Dustin Poirier",8,6,3,0,33,28,172,175,70,70,"States","States","02/13/2017","DEC","red",3,2,1,2,0,0,5,1,3,1,0,0,95,71,52,134,14,0
"444","Sam Sicilia","Gabriel Benitez",5,3,2,0,31,28,172,172,65,65,"States","Mexico","09/19/2016","SUB","red",2,1,2,5,0,1,2,1,4,0,0,0,69,23,17,36,40,18
"445","Alan Jouban","Gunnar Nelson",8,4,3,4,35,28,182,180,77,77,"States","Iceland","03/19/2017","SUB","red",0,0,0,2,2,0,1,0,2,2,2,0,160,83,128,48,16,0
"446","Cody Pfister","Yosdenis Cedeno",1,3,0,0,26,32,177,172,70,70,"USA","Cuba","07/13/2015","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,26,10,20
"447","Bobby Green","Josh Thomson",0,1,0,0,30,38,177,177,70,70,"USA","USA","07/26/2014","DEC","blue",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,2
"448","Glover Teixeira","Anthony Johnson",5,5,3,2,37,33,187,187,93,93,"Brazil","USA","08/22/2016","KO/TKO","red",0,0,1,0,0,0,3,1,1,2,0,1,77,68,40,94,32,23
"449","JJ Aldrich","Juliana Lima",0,4,0,0,24,35,165,165,52,52,"USA","Brazil","12/11/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,41,44,51
"450","Matt Hobar","Sergio Pettis",2,2,1,1,30,23,177,167,61,56,"USA","USA","12/08/2014","DEC","red",0,0,0,0,0,0,1,2,3,0,0,1,28,27,15,32,38,33
"451","Joe Riggs","Patrick Cote",1,2,0,0,34,37,182,180,84,77,"USA","Canada","04/27/2015","DEC","red",0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,43,26,17
"452","Joanna Jedrzejczyk","Carla Esparza",2,1,2,1,29,29,167,154,52,52,"Poland","States","03/16/2015","KO/TKO","blue",0,0,0,0,0,1,0,0,0,3,1,1,22,50,30,19,19,4
"453","Gasan Umalatov","Cathal Pendred",2,1,1,1,34,29,180,185,77,77,"Russia","Ireland","11/11/2014","DEC","red",0,0,0,0,1,0,1,1,1,1,2,0,16,16,26,4,7,0
"454","Piotr Hallmann","Alex Oliveira",3,3,0,2,29,29,175,180,70,77,"Poland","Brazil","11/09/2015","KO/TKO","red",0,0,1,1,1,1,3,2,1,4,1,3,57,50,30,15,22,6
"455","Stevie Ray","Alan Patrick",3,2,3,2,27,33,177,180,70,70,"Scotland","Brazil","09/26/2016","DEC","red",1,1,0,1,0,0,0,0,1,3,2,2,41,45,12,21,19,25
"456","Myles Jury","Donald Cerrone",1,4,1,4,28,33,180,185,65,77,"USA","States","01/05/2015","DEC","red",0,0,0,2,0,0,0,0,0,1,0,0,10,0,0,65,45,42
"457","Sam Stout","Ross Pearson",1,2,0,0,32,32,175,172,70,70,"Canada","England","03/16/2015","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,24,22,0
"458","Rin Nakai","Miesha Tate",0,1,0,1,30,30,154,167,61,61,"Japan","States","09/22/2014","DEC","red",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,7,10,10
"459","Joe Merritt","Alex Oliveira",0,2,0,1,33,29,182,180,77,77,"States","Brazil","06/29/2015","DEC","red",0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,13,19,0
"460","Mark Hunt","Stipe Miocic",2,3,0,0,43,34,177,193,120,109,"Zealand","USA","05/11/2015","KO/TKO","red",0,0,0,0,0,0,1,0,0,0,1,1,25,17,0,37,39,39
"461","Kenny Robertson","Roan Carneiro",4,2,0,0,33,38,177,180,77,77,"USA","Brazil","09/19/2016","DEC","red",1,2,0,1,0,0,3,2,1,0,0,0,75,86,23,1,0,0
"462","Tiago Trator","Clay Collard",2,3,0,0,29,24,175,180,65,65,"Brazil","USA","09/07/2015","DEC","blue",0,0,0,0,2,0,0,0,0,3,3,4,23,17,29,90,50,24
"463","Daniel Cormier","Anthony Johnson",3,2,0,2,38,33,180,187,93,93,"USA","USA","05/29/2015","SUB","blue",0,1,1,0,0,0,1,1,1,0,0,0,47,43,29,54,17,19
"464","Jason Knight","Jim Alers",1,3,0,0,24,30,177,175,65,65,"States","USA","07/25/2016","DEC","blue",1,0,0,1,0,0,0,0,0,1,0,2,13,1,14,50,34,10
"465","Alexander Volkov","Tim Johnson",0,1,0,1,28,32,200,190,113,120,"Russia","States","11/20/2016","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,7
"466","Levan Makashvili","Damon Jackson",2,2,0,0,28,28,172,180,65,65,"USA","USA","02/01/2016","","draw",0,0,0,0,0,0,2,2,5,3,0,0,30,12,22,20,5,0
"467","Corey Anderson","Jan Blachowicz",0,2,0,0,27,34,190,187,93,93,"States","Poland","09/07/2015","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,16
"468","Brian Ortega","Mike de la Torre",0,1,0,0,26,30,172,180,65,65,"USA","States","08/22/2014","SUB","no contest",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,15,19
"469","Keita Nakamura","Kyle Noke",1,3,0,0,32,37,180,185,77,77,"Japan","Australia","07/14/2016","SUB","blue",0,1,0,0,0,0,1,1,1,0,0,1,6,0,0,61,34,37
"470","Alex Caceres","Francisco Rivera",3,2,0,0,28,35,177,172,65,61,"USA","USA","06/08/2015","KO/TKO","red",0,0,1,0,1,0,0,0,1,3,0,0,29,25,43,27,10,19
"471","Chris Beal","Neil Seery",2,2,2,1,31,37,170,162,61,56,"USA","Ireland","01/26/2015","DEC","red",1,0,0,0,0,0,1,0,2,0,2,0,26,31,13,27,35,45
"472","Conor McGregor","Eddie Alvarez",7,4,1,3,28,33,175,175,70,70,"Ireland","States","11/14/2016","KO/TKO","blue",0,0,0,0,0,0,1,0,0,4,1,5,156,115,26,80,41,45
"473","Alexis Davis","Ronda Rousey",1,1,1,1,32,30,167,170,61,61,"Canada","USA","07/08/2014","KO/TKO","red",0,0,0,0,0,0,1,1,0,0,0,0,16,6,31,14,0,0
"474","Joshua Sampo","Justin Scoggins",1,3,0,0,32,24,162,170,56,61,"USA","USA","06/04/2015","DEC","red",1,0,0,2,0,1,0,0,0,8,2,4,3,0,0,37,15,46
"475","John Dodson","Demetrious Johnson",2,3,2,3,32,30,160,160,61,56,"USA","USA","12/23/2015","DEC","red",0,0,0,0,2,0,0,2,0,2,5,2,13,30,9,49,56,42
"476","Paul Craig","Tyson Pedro",1,1,1,1,29,25,193,190,93,93,"Scotland","","03/06/2017","KO/TKO","red",1,2,0,1,0,0,1,0,0,2,0,0,18,13,0,4,0,0
"477","Marcelo Guimaraes","Vitor Miranda",1,3,1,2,33,38,182,185,84,84,"Brazil","Brazil","03/07/2016","KO/TKO","red",0,0,0,0,0,0,1,1,1,0,1,0,19,30,29,41,48,3
"478","Christian Colombo","Jarjis Danho",0,1,0,0,36,33,195,187,120,120,"Denmark","Syria","09/05/2016","","draw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,6
"479","Cynthia Calvillo","Amanda Cooper",0,2,0,1,29,25,162,160,52,52,"States","States","03/06/2017","SUB","blue",0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,22,15,33
"480","Jordan Mein","Mike Pyle",1,1,1,1,27,41,182,182,77,77,"Canada","USA","08/25/2014","KO/TKO","blue",0,0,0,0,0,1,1,1,2,2,2,0,17,16,13,11,8,37
"481","Stevie Ray","Ross Pearson",4,9,0,0,27,32,177,172,70,70,"Scotland","England","11/20/2016","DEC","blue",2,1,0,0,0,0,0,0,1,2,2,1,42,45,13,91,117,127
"482","Yancy Medeiros","Francisco Trinaldo",5,7,1,5,29,38,177,175,70,70,"USA","Brazil","05/17/2016","DEC","red",2,1,0,0,1,0,0,0,0,2,1,2,88,34,30,94,99,84
"483","Larissa Pacheco","Jessica Andrade",0,1,0,1,22,25,170,160,61,52,"Brazil","Brazil","09/15/2014","SUB","red",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,30,33
"484","Jack Hermansson","Scott Askham",0,3,0,1,28,28,185,190,84,84,"Sweden","England","09/05/2016","DEC","blue",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,27,19
"485","Marlon Vera","Brad Pickett",3,7,1,0,24,38,172,167,61,61,"Ecuador","England","03/18/2017","KO/TKO","blue",2,2,0,1,0,0,2,0,0,3,3,4,24,25,35,79,72,51
"486","Jenel Lausa","Yao Zhikui",0,2,0,1,28,26,165,165,56,56,"Philippines","China","11/27/2016","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,18,10
"487","Marcin Held","Diego Sanchez",0,1,0,0,25,35,175,177,70,70,"Poland","USA","11/07/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"488","Joey Gomez","Jose Quinonez",0,2,0,1,30,26,177,172,61,61,"States","Mexico","09/19/2016","DEC","red",0,0,0,2,0,2,0,0,0,3,0,1,0,0,0,13,13,14
"489","Justin Scoggins","Ray Borg",4,4,1,3,24,23,170,162,61,56,"USA","States","02/08/2016","DEC","blue",2,0,1,4,5,1,8,2,5,7,3,4,66,34,62,18,27,14
"490","Frankie Saenz","Iuri Alcantara",1,3,1,3,36,36,167,175,61,61,"USA","Brazil","02/23/2015","DEC","blue",0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,29,29,16
"491","Eric Spicely","Thiago Santos",1,7,0,0,30,33,185,182,84,84,"USA","Brazil","09/25/2016","SUB","blue",0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,74,37,36
"492","Sean Spencer","Paulo Thiago",1,1,0,0,29,36,177,180,77,77,"USA","Brazil","09/15/2014","DEC","blue",0,0,0,0,0,0,0,0,0,0,1,0,11,26,21,7,17,18
"493","Robert Peralta","Clay Guida",2,2,0,0,31,35,172,170,65,65,"USA","USA","04/06/2015","DEC","red",0,0,0,0,0,0,0,0,1,1,1,1,17,18,16,27,30,18
"494","Jerrod Sanders","Pedro Munhoz",1,1,0,1,37,30,172,167,61,61,"USA","Brazil","10/06/2014","SUB","no contest",0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,24,0,0
"495","Luke Rockhold","Chris Weidman",4,2,4,2,32,32,190,187,84,84,"USA","States","12/14/2015","KO/TKO","blue",4,2,0,0,0,0,1,0,0,1,1,3,45,20,0,56,14,9
"496","Josh Samman","Eddie Gordon",0,1,0,1,29,33,190,182,84,84,"USA","Indies","12/08/2014","KO/TKO","blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
"497","Mark Hunt","Fabricio Werdum",1,1,1,1,43,39,177,193,120,104,"Zealand","Brazil","11/17/2014","KO/TKO","red",0,0,0,0,0,0,0,0,0,1,1,0,16,16,0,21,15,38
"498","Jake Ellenberger","Matt Brown",5,4,0,0,31,36,175,182,77,77,"USA","USA","08/01/2016","KO/TKO","blue",0,1,0,1,4,0,1,2,0,4,1,1,47,27,15,78,65,33
"499","Naoyuki Kotani","Yan Cabral",1,1,0,0,35,33,172,180,70,70,"Japan","Brazil","10/27/2014","SUB","red",0,0,0,1,0,1,0,0,0,1,0,0,6,2,0,17,4,2
"500","Sultan Aliev","Bojan Velickovic",1,2,0,0,32,28,182,182,77,84,"Russia","Serbia","12/21/2016","DEC","blue",0,0,0,0,1,0,0,0,0,0,1,1,8,0,0,30,13,19
"501","Zach Makovsky","John Dodson",1,1,0,1,33,32,162,160,56,61,"USA","USA","2015-05-23","DEC","red",0,0,0,0,0,0,0,1,0,0,1,0,6,4,15,13,14,0
"502","Alex Oliveira","Donald Cerrone",4,8,3,0,29,33,180,185,77,77,"Brazil","States","02/22/2016","SUB","red",1,1,1,4,0,0,4,1,3,1,1,1,41,32,12,120,113,88
"503","Danny Mitchell","Sai Wang",1,1,0,0,30,31,187,182,77,77,"England","China","08/25/2014","DEC","red",3,0,2,0,0,0,0,0,0,0,0,0,0,9,9,16,6,9
"504","Alex White","Tony Martin",4,4,1,1,28,27,182,182,65,70,"USA","USA","01/17/2017","DEC","red",0,0,1,3,0,1,1,1,2,3,0,1,92,60,46,43,53,13
"505","Kelly Faszholz","Lauren Murphy",0,2,0,0,31,33,172,170,61,61,"USA","USA","02/22/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,31,16,47
"506","Curtis Blaydes","Adam Milstead",2,1,1,1,26,29,193,190,120,104,"States","States","03/17/2017","KO/TKO","no contest",0,0,0,0,0,0,5,2,0,0,0,0,37,39,0,32,26,0
"507","Lucas Martins","Darren Elkins",1,1,1,0,28,32,182,177,65,65,"Brazil","States","10/27/2014","DEC","red",0,0,0,0,0,4,0,0,0,0,0,0,25,16,12,5,9,7
"508","Andre Fili","Hacran Dias",5,4,0,0,26,32,177,172,65,65,"USA","Brazil","10/03/2016","DEC","blue",0,0,1,0,1,0,4,4,3,2,4,4,95,25,23,62,38,33
"509","Yoel Romero","Tim Kennedy",2,1,2,1,39,37,182,180,84,84,"Cuba","States","09/29/2014","KO/TKO","blue",0,0,0,0,0,0,4,1,2,2,0,1,27,17,47,9,11,5
"510","Thiago Alves","Jim Miller",3,7,0,2,33,33,175,172,70,70,"Brazil","States","11/14/2016","DEC","red",0,1,0,3,2,0,0,0,0,4,0,1,76,56,41,84,61,45
"511","Drew Dober","Jamie Varner",1,2,0,0,28,32,172,172,70,70,"USA","USA","12/16/2014","SUB","blue",0,0,0,1,0,0,0,0,0,1,0,0,11,20,18,14,29,0
"512","Alessio Di Chirico","Eric Spicely",2,2,1,1,27,30,182,185,84,84,"Italy","USA","01/31/2017","SUB","red",0,0,0,1,0,0,0,2,2,1,0,0,39,49,38,12,0,0
"513","Benson Henderson","Donald Cerrone",3,5,0,5,33,33,175,185,77,77,"USA","States","01/19/2015","DEC","red",1,0,1,4,0,0,1,1,2,1,0,1,20,31,25,66,57,66
"514","Sergio Pettis","Yaotzin Meza",1,1,0,0,23,36,167,175,56,65,"USA","USA","06/09/2014","DEC","blue",0,0,0,0,0,0,0,0,1,1,0,0,19,13,17,5,5,2
"515","Chris Clements","Nordine Taleb",1,1,1,1,41,35,177,185,77,77,"Canada","France","04/27/2015","DEC","red",0,0,0,0,0,0,0,0,0,1,2,1,25,0,0,11,22,15
"516","Nico Musoke","Kelvin Gastelum",1,1,1,1,30,25,182,175,77,84,"Sweden","States","06/30/2014","DEC","red",0,0,0,0,0,0,0,1,1,0,0,1,14,21,10,19,28,12
"517","Anton Zafir","James Moontasri",0,3,0,0,29,28,180,177,77,77,"Australia","Germany","11/18/2015","KO/TKO","red",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63,7,3
"518","Horacio Gutierrez","Teruto Ishihara",1,1,0,1,26,25,177,170,65,65,"Mexico","Japan","08/08/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,22,5,0
"519","Mitch Clarke","Al Iaquinta",0,1,0,1,31,29,177,175,70,70,"Canada","USA","06/03/2014","SUB","blue",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,5,25
"520","Alptekin Ozkilic","John Lineker",1,1,0,0,30,26,165,160,56,61,"Turkey","Brazil","07/17/2014","KO/TKO","red",0,0,0,2,0,0,3,3,3,0,0,0,22,26,12,3,22,2
"521","Cathal Pendred","Augusto Montano",3,1,3,1,29,32,185,185,77,77,"Ireland","Mexico","06/15/2015","DEC","blue",0,1,0,0,0,0,4,3,1,0,0,0,31,43,41,30,0,0
"522","Kyung Ho Kang","Michinori Tanaka",1,1,1,1,29,26,175,165,61,61,"Korea","Japan","09/22/2014","DEC","blue",3,0,1,0,0,1,1,0,1,0,1,2,14,19,32,3,9,9
"523","Augusto Mendes","Cody Garbrandt",0,1,0,1,34,25,167,172,61,61,"Brazil","USA","02/22/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13,24,27
"524","Rogerio Nogueira","Ryan Bader",1,5,1,1,40,33,187,187,93,93,"Brazil","USA","12/08/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,2,2,4,30,0,0,39,27,44
"525","Bojan Velickovic","Michael Graves",1,2,1,2,28,26,182,177,84,77,"Serbia","USA","08/01/2016","","draw",0,1,0,0,1,0,0,1,0,4,4,1,20,12,13,19,16,3
"526","Beneil Dariush","Diego Ferreira",3,2,1,2,27,32,177,175,70,70,"Iran","Brazil","10/27/2014","DEC","blue",1,1,0,2,1,0,1,1,0,1,0,0,33,11,0,21,11,0
"527","Joe Riggs","Chris Camozzi",3,4,1,1,34,30,182,187,84,84,"USA","USA","02/22/2016","KO/TKO","red",0,0,0,1,1,1,4,0,1,1,0,2,21,31,6,63,56,84
"528","Thiago Tavares","Clay Guida",2,3,0,1,32,35,170,170,65,65,"Brazil","USA","11/09/2015","SUB","blue",1,0,0,0,0,1,5,3,0,4,2,3,28,9,20,34,41,27
"529","Leon Edwards","Claudio Silva",0,1,0,1,25,34,182,180,77,77,"Jamaica","Brazil","11/10/2014","DEC","red",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,15,17,4
"530","Lorenz Larkin","Neil Magny",7,10,1,2,30,29,180,190,77,77,"USA","USA","08/22/2016","KO/TKO","blue",0,0,0,0,0,1,0,1,0,12,7,7,121,89,71,130,188,141
"531","Ray Borg","Dustin Ortiz",0,1,0,0,23,28,162,165,56,56,"States","USA","04/21/2014","DEC","red",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,3,18
"532","Matt Dwyer","Albert Tumenov",0,2,0,1,27,25,193,180,77,77,"Canada","Russia","10/06/2014","KO/TKO","red",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,6,10
"533","David Michaud","Olivier Aubin-Mercier",1,2,1,1,28,28,175,175,70,70,"USA","Canada","05/22/2015","SUB","red",0,0,0,0,1,0,1,1,2,1,2,1,29,19,29,29,31,16
"534","Valentina Shevchenko","Amanda Nunes",1,3,1,2,29,28,165,172,61,61,"Kyrgyzstan","Brazil","03/07/2016","DEC","red",0,0,0,1,0,0,2,1,1,1,0,0,15,12,5,62,1,0
"535","Jan Blachowicz","Jimi Manuwa",1,1,1,0,34,37,187,185,93,93,"Poland","States","04/13/2015","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,6,0
"536","Albert Tumenov","Nico Musoke",3,3,2,1,25,30,180,182,77,77,"Russia","Sweden","01/26/2015","DEC","blue",0,0,0,0,0,0,1,0,0,2,1,1,26,6,10,37,72,42
"537","Ryan Bader","Anthony Johnson",3,4,3,1,33,33,187,187,93,93,"USA","USA","02/01/2016","KO/TKO","red",0,0,0,0,0,0,2,2,4,2,0,1,30,23,44,83,32,23
"538","Edson Barboza","Bobby Green",2,1,1,1,31,30,180,177,70,70,"Brazil","USA","11/24/2014","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,18,23,18
"539","Rashid Magomedov","Beneil Dariush",0,9,0,1,32,27,175,177,70,70,"Russia","Iran","11/07/2016","DEC","red",0,0,0,2,3,0,0,0,0,4,3,2,0,0,0,168,62,48
"540","Thibault Gouti","Chad Laprise",2,5,0,0,30,30,177,177,70,70,"France","Canada","08/27/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,1,1,2,22,7,0,86,84,106
"541","Tim Means","Marcio Alexandre Junior",2,1,1,0,33,27,187,182,77,77,"USA","Brazil","12/22/2014","DEC","blue",0,0,1,0,0,0,1,1,2,0,0,0,41,43,31,5,3,0
"542","Marcin Tybura","Viktor Pesta",1,3,0,0,31,26,190,190,113,109,"Poland","Republic","08/08/2016","KO/TKO","blue",0,0,0,0,0,0,0,0,1,5,4,1,15,15,18,26,27,16
"543","Patrick Cote","Thiago Alves",6,4,0,0,37,33,180,175,77,70,"Canada","Brazil","04/10/2017","DEC","red",2,0,0,0,1,0,4,1,1,0,0,0,91,101,63,85,69,55
"544","Mickael Lebout","Stevie Ray",2,2,1,2,29,27,180,177,70,70,"France","Scotland","10/24/2015","DEC","red",0,0,0,1,1,0,0,0,0,0,0,0,13,46,31,23,27,0
